來源網站,集團,品牌,標題,店家地址,評論標題,發布時間,文章內容,評分,Lat,Lon
Tripadvisor,王品,石二鍋,三重家樂福重新店,新北市三重區重新路五段654號1F ,平價服務好,2016/11/13,這家火鍋店每到用餐時刻人就很多，還要拿號碼牌，但值得一等，很平價，服務生有訓練過，食材新鮮非常值得推薦。,3,25.0432546,25.0432546
Tripadvisor,王品,石二鍋,三重家樂福重新店,新北市三重區重新路五段654號1F ,避開用餐時間,2016/10/26,很平價的火鍋，每到用餐巔峰時總是要候位很久，現在很多分店都開在賣場裡，所以停車方便，也會增加來店的次數，冰沙很好喝，服務也好，比起一般的小火鍋店，我更愛來石二鍋用餐。,5,25.0432546,25.0432546
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,大致上ok不過飲料要再另外點,2019/12/4,附上的青菜和肉盤都在一般水準，沒有什麼問題，點肉多的套餐，肉的份練也相當超值划算！！！不過因為石二鍋是連鎖店，其他分店的飲料（冬瓜檸檬冰沙很好喝））都可以自助無限暢飲，但安居店的飲料後續還要自己額外花錢做加點，覺得這部分蠻可惜的！！！,4,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,晚餐,2019/4/20,當然他的火鍋裡面可以讓你有石頭烤的感覺，你可以邊煮，也可以用鐵板煎一下，price也還平實，但就是覺得，沒有那麼有特色。,3,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,平價火鍋,2019/3/12,用餐時間幾乎都是客滿要排隊的分店，蔬菜盤的品質算新鮮，蔬菜也都有洗乾淨，肉的份量不算夠，雖然有點薄但吃的出新鮮，一個人吃還算足夠，再加點的豆皮和排骨酥可以吃超撐，天冷就想來吃的火鍋的。,3,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,連鎖的火鍋店，CP值高,2019/3/7,這次來這吃晚餐，是連鎖的火鍋店，CP值高，環境乾淨明亮服務有維持王品的水準，石頭鍋蠻特別的，蔬菜煮起來特別鮮甜，整體評價不錯,4,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,晚餐,2019/2/2,當然他的火鍋裡面可以讓你有石頭烤的感覺，你可以邊煮，也可以用鐵板煎一下，價位也還平實，但就是覺得，沒有那麼有特色。,3,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,火鍋,2018/12/31,我每次去吃的時候點的都是石頭鍋那因為做的是大桌水都是大家一起合吃個人覺得他在餐點類型的分配上有作肉比較多或菜比較多的這一點讓我10分滿意,4,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,中等價位好火鍋,2018/11/17,王品集團的連鎖火鍋店，今天來到這裡跟朋友一起用餐，餐點的水準品質跟在其他家一樣，所以不擔心踩到地雷，如果偶爾想吃得健康，可以來吃吃。,5,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,連鎖店火鍋，等待時間少,2018/8/20,台北很多石二鍋的連鎖店，這間在小巷內，可能因為車輛進出比較不方便，所以比較少人排隊，但對騎機車或搭捷運步行來的人是項福利，因為等待時間少。店員也很親切，外面也有透明玻璃展示他們如何切肉片。唯一缺點是不能刷卡，只能付現金。飲料有冬瓜檸檬冰沙和黑豆水，也是非常健康的選擇。,4,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,石頭火鍋頗香,2018/2/16,王品集團旗下的平價火鍋店，不能先訂位，只能現場取號碼牌候位。石頭火鍋香味濃，菜盤可選菜多或肉多，還可以特價加點限定肉品，好吃又健康。,4,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,台北安居店,台北市大安區安居街50號,SOP 的火鍋,2017/9/16,從前石二鍋價位只要198，後續逐漸漲價後，CP值沒那麼高，但品質還算在水準之上。湯底不錯喝，肉品薄度稍微偏薄，飲料的冬瓜檸檬很好喝。冬天如果想吃鍋，石二鍋可以是個選擇，不過冬天店外永遠大排長龍。,3,25.0202666,121.5539517
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,物有所值,2018/6/19,我們去年12月在台北遇到了這個問題，並決定在高雄時必須這樣做。我們參觀了距離三多購物區Sogo Dept商店僅5分鐘路程的商店。準備好排隊大約一個小時左右，但豪華的汽船組使等待值得。絕對物有所值，份量很大，你可以訂購額外的菜 - 餃子，蘑菇等等。價格從新台幣218到新台幣298（取決於肉的質量），包括湯底，蔬菜，肉類選擇，米飯/ noddles和飲料。如果您喜歡更多的蔬菜或肉類，您也可以選擇。,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,不錯的火鍋,2015/11/29,很不錯的火鍋在這_。 可愛的湯底也非常好吃。 食物種類足夠。 海鮮和牛肉都強烈推薦。,3,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,好吃,2015/10/3,服務不錯噢  進來有被歡迎感覺大家也很認真要賺錢但也     是很努力要讓各位品嚐美味的火鍋   食物肉質都不錯價格合理還會再來的,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,湯底百搭,2015/9/28,石二鍋，覺得便宜划算又吃的飽。寫著石二鍋的豆腐，QQ綿綿，石頭湯底搭配煮菜，讓不愛吃菜的我覺得一定要煮菜才好吃。肉更好吃,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,服務態度佳 好吃,2015/9/20,產品乾淨新鮮餐廳清潔度良好服務人員態度親切有禮 都會很熱情協助我們解決 價格合理 新產品番茄湯頭口味也很好,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,好吃好新鮮服務更好,2015/9/12,石二鍋 食材新鮮好吃 飲料好喝 選擇多樣 服務親切貼心 環境乾淨整潔 空間寬敞明亮 醬料選擇性多 喜歡跟家人朋友一起享受,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,你們好,2015/9/9,你們的服務態度很親切然後石頭鍋非常的好吃 其他的料也是非常好吃 價錢又實惠 希望你們越來越好 生意越來越棒哦,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,新上架的蕃茄鍋很鮮甜,2015/9/8,喜歡蔬菜類的火鍋，石二鍋常常去觀顧，很喜歡石二鍋用餐環境，每次不知要吃什麼餐點時就是直接選擇石二鍋。,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,4人坐位太少,2015/9/3,等待時間長，每次都等40分鐘以上，但還是願意接受…希望能增加家庭式的聚餐桌椅，整體而言服務依舊是你們的強項！很棒喔,4,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,高雄鳳山店,高雄市鳳山區青年路二段259號 ,很好吃,2015/8/27,我是在鳳山五甲ㄧ路和國泰路的石二鍋用餐的，裡面帶位的是孕婦，真的辛苦她了，服務態度超好！還蹲下來跟我點餐，好辛苦！,5,22.6385775,22.6385775
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,家庭吃小火鍋的好地方,2019/7/19,簡單的菜單選擇（可以選肉多和菜多），滿適合小家庭吃小火鍋的地方，用餐環境明亮乾淨，石頭鍋的湯（湯有點油但沒有很香）和涮涮鍋的湯普通而已，不過因為平價還有環境可以，所以還是會再訪。,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,乾淨鍋物好選擇,2019/5/27,愛吃火鍋的我常常會來這裡用餐，菜盤乾淨，且裡面的料我幾乎都敢吃，喜歡一般口味就選擇涮涮鍋底，重口味可以選擇石頭鍋底，之前都會單點蛤蠣，很大很新鮮，可惜最近似乎下架了。,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,用餐時間人多,2018/9/11,這是一間在大台北地區的評價火鍋店，但要注意的是，用餐時間人多，且不接受訂位，只能現場抽號碼牌，推薦冬瓜檸檬。,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,過號的安排超級不近人情,2018/5/11,為了怕等太久先去抽好碼牌，然後趕著去安親班接小孩，回來時剛好過1號，服務人員說要在等三組客人入座才輪到我們，請我重抽號碼牌會比較快…__有夠難解與不近人情的候位模式ㄚ___,1,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,使用APP抽號碼牌，節省現場等侯的時間,2018/3/13,食材新鮮，價格親民，用餐環境舒適寬敞，還可滿足肉食海鮮、素食者的需求，使用APP抽號碼牌，節省現場等侯的時間，相當的方便，是CP值超高的火鍋店。,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,一人鍋__店,2018/1/22,天母______一人鍋__店。_____行___、一人_一___鍋。席_____肉___他_具材（野菜_練_____多...更多,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,很好,2017/8/17,人很多，不接受訂位，只能現場抽號碼牌，價錢合理，份量很夠，環境乾淨，冷氣開的很強，以此價位來說，口味算是很不錯了,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,平價火鍋店,2017/6/19,"這家石二鍋位於天母高級住宅區區, 是王品集團底下另一家更平價的火鍋店, 算是服務好又便宜, 一鍋只要兩百元左右吃不飽還是可以加點的, 在平價火鍋市場裡算是很有競爭力",4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,石二鍋天母店,2016/12/10,冬季限定的燒酒雞鍋，烏骨雞+中藥包佐以純米酒當湯底，料好實在，價格298元算經濟實惠。寒冷的東西，暖身好物！,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,台北天母店,台北市士林區天母西路40號,【石二鍋天母店】,2016/10/31,當然這是一個愜意的天母高級住宅區。這間的環境相對地乾淨。整體吃起來感覺很棒。這次選札幌味噌湯頭。相較之下我喜歡石頭鍋多一點。這次選擇共一大鍋看起來很大器哈。有嚐試日本舞菇的口感有點像杏鮑。主餐選擇鮮魷真的很可口軟Q。副餐烏龍麵還是很佔我心。酌料生辣椒真的很讚可以拿來拌麵。飲料冬瓜冰沙好解膩啊！,4,25.118237,121.5259539
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,天氣轉冷，想吃鍋。,2020/12/19,天氣轉冷，想吃鍋。就想到去石二鍋。抽號碼牌等待帶位。打開菜單選定主餐後，先去櫃臺結帳。再忙著去拿食具，調味料等。配菜是統一規格，價格公道。食材新鮮。老少咸宜，唯冬天仍提供冷飲。讓人望之卻步，只能多喝熱湯暖胃,3,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,很一般的火鍋店,2019/11/26,一直聽說是價位很划算的不錯的火鍋店，但吃過後有點失望，感覺不差也不好的火鍋店，價位不貴但也不算便宜，不過，生意倒是不錯。比較起來，我比較喜歡同集團價格略高一些的聚火鍋店，感覺上食材比較精緻。,3,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,個人火鍋店,2019/7/17,王品集團旗下的火鍋店，算是集團中較平價的火鍋，飲料跟醬料採自助的方式，點餐時選擇鍋底和肉品，可以選菜多或肉多,4,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,平價又好吃的個人石頭火鍋,2019/2/13,品質不錯，食材也很新鮮。但與剛開幕比起來，菜盤又越來越少的趨勢，偶爾會想吃，吧台座位多，一個人吃也ok！,5,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,一個人晚餐,2018/11/10,性價比還不錯，使用的鍋挺特別，但是味道並沒有很大的區別跟一般火鍋。一個人也可以來吃的晚餐，覺得還行吧。,4,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,物美價廉,2018/9/16,ㄧ如王品的請他餐廳，石二鍋就是不會讓你失望，但也不能對他有太高期望，菜盤及肉品都不錯，但醬料及湯頭都偏甜，希望都有所調整。,4,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,環境好,2018/9/11,算不錯吃的火鍋，價格滿便宜的，想吃個人小火鍋時是個好選擇，一人吃也可以，服務人員都親切，冬瓜檸檬也非常好喝。,4,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,高CP值的平價火鍋,2018/8/14,王品集團的餐飲有低中高價位的餐飲，石二鍋算是低價位高CP值。一樣秉持高服務品質，高選擇性主菜、單點（分肉多或菜多），也可以共鍋（加30元）。,4,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,經濟實惠的個人火鍋,2018/6/20,經濟實惠，自選套餐每人台幣二百多就有豐富的肉和菜而且量不少呢，有多菜少肉與多肉少菜任你選擇！肉類品質不錯____也有不同的肉部位讓你選！而且也有提供素食的讓素食者也多了一個選擇！,4,25.0300089,121.434749
Tripadvisor,王品,石二鍋,新莊輔大店,新北市新莊區建國一路61號,中上水準,2018/6/14,店裡蠻衛生的，服務人員態度也不錯，但是覺得食材普通，沒有甚麼特別凸出的部分，如果以後要吃火鍋可能會挑別家CP值更高的~,3,25.0300089,121.434749
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,我的最愛,2019/8/26,本店位於中美路上美食匯集的中美村內，如同其他石二鍋一樣，這裡維持極高CP值，除了東西好吃新鮮，用餐環境也相當舒適,5,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,今天來石二鍋聚餐，此店主打石頭鍋,2019/2/12,全台連鎖的火鍋店，主打石頭鍋，店內乾淨明亮，服務與食材有一定的標準，CP值高今天來石二鍋聚餐，此店主打石頭鍋，店內乾淨明亮，服務與食材有一定的標準一人一份主餐，一個人吃也不會尷尬，喜歡牛魚雙饗餐，一次擁有吃牛吃魚的需求，好幸福,4,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,生意超好,2018/9/11,生意很好，幾乎每次都需要等待候位，但是也很快就可以用餐，可見他們的訓練有素，滷肉飯超好吃，環境很乾淨。,4,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,好吃，長大排長龍,2017/9/7,很多人，每次去要排隊！但比八德店排的快！喜歡吃肉可以把菜盤換比較小肉盤換比較大，非常值這個價格，調味有真的辣椒可以加，不是辣椒醬！喜歡！飲料有檸檬冬瓜冰沙跟無糖麥茶可以挑，喝完再一杯加購價10元,5,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,需要改善通風,2017/7/1,2016年7月1日?6:00家庭，10人組餐飲 ？員工？價錢 ？餐廳 ？需要更好的通風或排氣。超級臭，堅持襯衫和褲子。強烈不推薦,1,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,好吃不貴,2016/12/2,"石二鍋, 好吃又不貴, 重點是比上海還便宜只是常常人太多要排隊所以有點遺憾, 不過仍然推薦全家一起來品嚐, 湯頭菜品都很好",5,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,飽食一餐的好地方,2016/8/25,價格便宜，料多實在。非常推冬瓜冰沙，超級消暑然後醬料可以自己搭配而且一個人去吃也不會尷尬<3建議可以提早去排隊用餐,4,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,_____安______,2016/7/9,_格_非常_安____、何_良____石_鍋_、非常_____、味_____食__、蒸_豚肉__飯____、食品_非常_...更多,4,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,絕對吃得飽,2016/7/4,好好吃食材也都令人安心就算不是吃到飽也一定吃得飽個人吃丸子所以除了丸子其他都推推喔檸檬冬瓜冰沙喝不完還能外帶大心_,4,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,中壢中美店,桃園市中壢區中美路一段12號3F,_______新鮮_食材,2016/6/27,家族旅行一緒_安______食_物_____________新鮮_食材疲______________________...更多,4,24.9596912,24.9596912
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,超值但要排很久的連鎖火鍋,2019/12/25,排隊的人潮不管什麼時候都很驚人，號碼牌拿到時，看到號碼如此後面，甚至都會想要放棄了。有次很幸運，拿了號碼牌之後，不知如何很快就輪到了。我覺得以他的價位來說，鍋物的內容很豐富，量也很足夠，而且肉質也很不錯，不會因為是平價火鍋店，就提供比較差的肉。唯一的缺點大概就是要付現金，不能刷卡。,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,豐富,2019/12/17,水準不錯，點了雪花牛肉及台灣鯛魚雙拼套餐肉多多套餐，鯛魚帶皮很好吃，牛肉份量不少，菜盤食物豐富，另外飲料任飲。,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,好吃,2019/12/6,好吃又便宜一個人也可以輕鬆自在的去、不貴又新鮮好吃！就是人潮多的、要先拉號碼牌排隊等、現在可以下App等待比較不會浪費時間去等,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,便宜又好吃,2019/5/28,以218左右這個價位來吃火鍋，又希望肉多，菜豐富，湯頭好，第一個想到就是石二鍋，而且至目前為止，它是沒收服務費的，而且常有加39就多送小盤肉，整體肉質又不錯，真的沒什麼好挑剔的,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,王品集團的平價石頭火鍋,2019/4/20,王品集團的平價石頭火鍋，食材新鮮湯頭鮮甜好喝，菜盤也很豐富，各家分店品質穩定，餐點附有一杯飲料，店員服務周到。,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,1__ 200____ ___ __ __,2019/3/15,___ 4__ _____ ___ __...更多,5,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,超人氣的石二鍋,2018/12/22,每次和喜歡去桂林路家樂福的女兒，幾次想吃石二鍋火鍋都是人潮洶湧，不得不放棄，此次提前到家樂福購物，並提前排隊入場，原來石二鍋是屬於台式的創新做法，以先炒再煮結合日式涮涮鍋的體驗，除了內部裝潢不錯外，服務的品質也相當的佳，食材更堅持每一片肉品，及每一種蔬菜都經嚴選並保持新鮮，好吃的火鍋湯底及食材自不在話下，餐後的冬瓜_沙喝完相當的...過癮。更多,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,______一人鍋_ｏｋ,2018/11/28,店頭________、人__席_種類_入力_、番_札_受_取____入店。____良_人______店__。鍋__飯__...更多,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,___ ____,2018/9/18,_____ __ ____ ___ __...更多,5,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北家樂福桂林店,台北市萬華區桂林路1號4F ,新鮮好吃的火鍋,2018/9/11,很香很適合自己的個人鍋物，且石二鍋食材份量夠，就算一個人來吃飯常常無法吃完，然而最棒的還是它的冬瓜檸檬。,4,25.037703,25.037703
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,平價個人石頭火鍋,2019/4/20,王品集團的平價石頭火鍋，食材新鮮湯頭鮮甜好喝，菜盤也很豐富，各家分店品質穩定，餐點附有一杯飲料，店員服務周到。,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,喜歡昆布鍋，湯頭鮮甜不油膩，不用沾醬就很好吃,2019/3/7,王品旗下連鎖的火鍋店，CP值高，環境乾淨這家分店生意很好，常常要排隊，但還是很值得喜歡昆布鍋，湯頭鮮甜不油膩，不用沾醬就很好吃蔬菜的部分還蠻新鮮的，整體評價不錯,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,一定要先抽號碼牌,2018/9/14,一定要先抽號碼牌！不二法則_尤其是真的一天到晚在排隊，今天其實出差回來的路上就抽好，到現場居然剛剛好叫到號，就很順利的進去，外面還一堆人在排隊,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,划算好吃,2018/7/21,尤其是現在有APP取號，比較不需要排隊，今天點了豬肉鍋218元，不過現在有加購雪花牛32元的特惠真的超優惠的，而且品質很穩定！,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,可以放心的小火鍋,2018/2/22,這是王品集團旗下的平價火鍋店，國小孩童免點鍋，也沒有共鍋費，非常親民。只是得抽號碼牌排隊，如果不是一開店就到，都得等上一段時間。,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,東西好吃價格划算,2017/1/6,東西好吃價格划算的石頭火鍋刷刷鍋 ，他的份量相當著可以吃得飽飽的，食材有相當的精緻，飲料不錯 ，適合家庭用餐,5,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,超好吃小火鍋！,2016/7/24,服務人員態度好但是人很多 等太久服務人員會請喝冬瓜檸檬冰沙還不錯喝！我這次吃石頭鍋當湯底 跟一般火鍋不太一樣他先炒過爆香 湯很好喝！,5,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,一天到晚都在排隊,2016/6/23,不管天氣冷熱都會有人在排隊！裡面的餐點也漲過價錢了，建議先去抽號碼牌，末約等個30分鐘就可以在過去現場用餐囉！附近也有康是美可以逛,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,可以吃飽的小火鍋,2016/6/18,跟之前大排長龍相比現在只要稍微排隊即可吃到菜盤份量非常夠雖然肉的份量稍嫌不足但整體下來一定可以吃飽配上好喝的飲料跟魯肉飯以及豐富的醬料選擇是一場不錯的小火鍋饗宴,4,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,台北興隆店,台北市文山區興隆路四段149號,服務人員態度親切熱忱,2015/11/19,米飯有部分吃起來很硬，應該是靠近鍋邊的位置處，有些部分吃起來是糊糊的，最理想的米飯應該是要粒粒分明比較好吃。,5,24.9848357,121.5617507
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F ,平價好吃,2019/12/8,天冷就是大排長龍的盛況！哈哈哈，雖然已經下載了App取位置但是還是ㄧ位難求、等了1小時多、因為平價好吃、可以選擇肉多還是菜多！,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,最愛的石頭鍋,2019/9/7,蔬菜新鮮 肉好吃 湯好喝 一個人去吃也很自在的火鍋店， 沒有什麼好抱怨的了！__排隊要在自動取票機拿號碼牌，也可以線上取票，但是線上取票號碼會delay，有時候明明到號卻變過號，這點要加強一下app_,5,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,不錯,2019/8/10,越來越進步的石二鍋火鍋店東西的品質比以前更好了尤其是他們的服務的速度肉燥跟海鮮的味道都還不錯冬瓜檸檬非常的好喝,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,棒,2019/7/20,覺得是cp值很高的小火鍋店，份量剛剛好不會太多太少，飲料也很好喝，湯頭餐點都不錯，用餐環境也蠻整潔的，服務也不錯,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,更為精緻乾淨的平價小火鍋,2019/6/11,石二鍋是王品集團旗下的平價小火鍋連鎖店，基本鍋起價219元，雖比坊間一般百元小火鍋來的貴上一點，但勝在用餐環境跟食材新鮮度，生意頗為紅火，這家分店位在中壢家樂福一樓美食街,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,高cp,2019/6/4,石二鍋推出app訂位預約服務，不用在現場等待真的很人性，以兩百到三百塊的價位可以吃到還不錯的肉質與大份的菜盤真的高CP值。,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,王品集團旗下的火鍋餐廳，主打石頭鍋,2019/2/12,王品集團旗下的火鍋餐廳，主打石頭鍋，若內用人太多還可以選擇外帶個人喜歡他們家的赤味噌鍋湯底，還有在多個王品餐廳可以喝得到的檸檬冬瓜冰沙，去油解膩吃菜吃肉都有套餐做選擇，個人喜歡這邊的蔬菜，吃起來很鮮甜，牛肉肉質也軟嫩,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,個人火鍋最愛石二鍋,2019/2/9,"最喜歡它的和風醬,搭配火鍋料吃起來很清爽,可惜每次用餐時間，永遠都是大排長龍，還好後面有石二鍋APP，想吃的人一定要先下載使用，它APP最方便的地方在於不用先入會填一堆個人資料便可預訂。",4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,火鍋好選擇,2019/1/31,首先個人石頭鍋已經加分，再來時才算新鮮，飲品也好喝。整體吃下來不會覺得對身體很負擔。服務好，是個很舒適的用餐環境。,5,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,中壢家樂福中山東店,桃園市中壢區中山東路二段510號1F,不錯,2019/1/24,王品集團下面的小火鍋非常的美味又非常便宜食材用的也並不差油漆他們的飲料冬瓜林蒙非常的好喝有石頭火鍋跟昆布可以挑選,4,24.9468957,24.9468957
Tripadvisor,王品,石二鍋,台北捷運後山埤店,台北市信義區忠孝東路五段789號,高CP值火鍋,2019/12/1,石二鍋後山埤店離捷運後山埤站出口步行約1分鐘，是王品集團旗下品牌。CP值高，食材還不錯，所以每到用餐時間必定大排長龍。不過現在可以下載石二鍋APP，先用APP訂位，節省不少時間。,4,25.0439296,121.5815601
Tripadvisor,王品,石二鍋,台北捷運後山埤店,台北市信義區忠孝東路五段789號,高CP值火鍋店,2019/9/19,位於後山埤旁，食材品質好，烹昂物有所值，CP值高。東西好吃，常常一位難求，建議一定要提前訂位。整體來說餐廳的環境和氛圍不錯，值得再訪。,4,25.0439296,121.5815601
Tripadvisor,王品,石二鍋,台北捷運後山埤店,台北市信義區忠孝東路五段789號,就是一間普通的火鍋店,2019/4/7,搞不懂為什麼每天都有那麼多人在排隊，我想唯一的原因就是，它便宜又有一定的水準吧！看到那麼多人在排隊，會很想去吃，但吃完後，以後不會花那麼多時間去排隊,3,25.0439296,121.5815601
